strain,sex,animal_id,WBC,RBC,mHGB,HCT,MCV,MCH,MCHC,CHCM,RDW,HDW,NEUT,LYM,MONO,EOS,LUC,BASO,Retic,cHGB,PLT,MPV,Fib,PT,PTT
RIIIS/J,m,0683M07,,,,,,,,,,,,,,,,,,,,,219,9.4,25.9
RIIIS/J,m,0683M08,6.06,9.46,15.5,43,45.4,16.4,36,31.1,16.1,2.22,8.4,89.3,0.6,0.8,0.7,0.2,2.7,13.4,1410,4.9,273,10.3,31.9
RIIIS/J,m,0683M09,4.35,9.18,14.9,42.7,46.6,16.2,34.8,29.8,14.2,2.05,18.6,78.2,1,1.4,0.8,0,3,12.7,1440,5.3,266,10.1,27.8
RIIIS/J,m,0683M10,3.65,9.46,14.9,44.4,47,15.8,33.6,30.2,15.2,2.15,14.5,81.9,0.8,1.4,1.3,0.1,3.2,13.4,1580,4.9,256,9.98,27.3
RIIIS/J,m,0683M11,4.68,9.64,14.7,45,46.7,15.2,32.6,33.1,15.9,1.99,7.6,87.1,0.9,1.1,0.4,2.8,3.7,14.9,1420,5.8,222,10.1,
RIIIS/J,m,0683M12,3.78,9.76,15,48.6,49.8,15.4,30.9,31.7,16.3,1.82,7.5,87,0.6,1.3,0.6,3,2.2,15.4,1620,7.2,315,9.88,25
RIIIS/J,m,0683M13,5.91,11.1,16.8,50.5,45.5,15.2,33.3,30.4,13.6,1.64,10,83.7,1.2,1.5,0.6,3,1.8,15.4,1300,6.4,,,
RIIIS/J,m,0683M35,7.7,7.31,11.3,33.9,46.5,15.4,33.2,31.6,19.1,2.68,10.9,84.7,1.4,2,0.4,0.5,7.1,10.7,1180,4.7,,,
RIIIS/J,m,0683M36,5.3,8.71,13.6,37.9,43.5,15.7,36,33,14.1,2.36,7,90.1,0.7,1.4,0.4,0.4,5,12.5,1240,6,,,
RIIIS/J,m,0683M38,5.29,9.41,14.4,40.8,43.3,15.3,35.2,32.9,12.7,2.1,10.1,86.5,0.9,1.9,0.4,0.3,1.8,13.4,1070,7.1,,,
RIIIS/J,m,0683M39,6.74,10.4,15.5,44.5,42.7,14.8,34.8,33.2,12.6,2.16,9.6,87.9,0.8,1,0.3,0.3,1.6,14.8,913,3.7,,,
RIIIS/J,m,0683M40,5.32,9.78,14.4,40.9,41.8,14.7,35.3,33.9,12.7,2.13,9.3,86.3,1.4,2.1,0.5,0.4,1.8,13.9,1030,3.5,,,
RIIIS/J,m,0683M5,,,,,,,,,,,,,,,,,,,,,241,,
SEA/GnJ,f,0644F01,7.71,10.2,15.1,45.7,44.9,14.8,33,32,16.7,2.35,11.8,80.9,0.7,1.4,0.4,4.7,4.2,14.6,1080,6.4,219,9.79,21.8
SEA/GnJ,f,0644F02,10.1,9.09,13.7,41.5,45.6,15.1,33,32,18.2,2.79,12.4,83.6,0.8,2.7,0.5,5.2,5.2,13.3,1050,8,175,10.3,22.8
SEA/GnJ,f,0644F03,5.67,10,15.3,47.1,47.1,15.3,32.4,31.6,17.4,2.45,12.8,85,1,1.1,0.2,5,5.9,14.9,1260,8.3,211,10.4,22.4
SEA/GnJ,f,0644F04,5.88,7.44,12.2,35.4,47.5,16.4,34.4,31.9,26.4,6.06,14.3,81.2,0.7,2.7,0.4,0.7,12.3,11.3,1240,11.7,188,9.24,21
SEA/GnJ,f,0644F05,10.5,8.95,14.2,41.6,46.4,15.8,34.1,32.4,21.6,4.15,12,83.2,0.6,1.6,0.4,2.2,11.1,13.5,1240,16.7,,8.93,20.9
SEA/GnJ,f,0644F06,6.39,9,13.7,41.5,46.1,15.3,33.1,32,19.5,3.27,12.6,82.1,0.8,2.8,0.8,0.9,10.5,13.3,1200,12,243,8.72,20.3
SEA/GnJ,f,0644F07,7.01,8.39,13.5,38,45.4,16,35.4,31.5,20.4,3.59,8.1,84,0.9,3.9,0.5,2.5,13.4,12,1400,18.8,188,9.08,22.9
SEA/GnJ,f,0644F08,8.9,8.78,14.1,40.5,46.1,16,34.8,32,19,3.03,9.9,84.6,0.8,3.7,0.4,0.5,10.2,13,1250,15.1,165,9.38,21.5
SEA/GnJ,f,0644F09,5.38,9.62,15.5,45.2,47,16.1,34.2,31.9,20.2,3.03,15.2,78.5,0.9,3.5,0.4,1.5,9.5,14.5,1450,14.3,238,8.81,20.7
SEA/GnJ,f,0644F10,5.85,9.19,14.9,43,46.8,16.3,34.8,32.3,19.3,2.97,15.5,80.1,0.7,2.3,0.3,1,9.5,13.9,1360,17.2,211,10.7,19.8
SEA/GnJ,m,0644M02,8.8,9.54,13.8,41.2,43.2,14.4,33.4,32,16.5,2.34,15.2,77.9,1,1.5,0.6,3.8,4.9,13.2,1190,10.8,315,9.41,22.6
SEA/GnJ,m,0644M03,6.65,10.5,15.8,47.2,44.8,15.1,33.6,31.3,15.5,2.16,16.2,76.1,1.6,1.8,0.3,4,4.9,14.8,1270,9.1,272,11.3,23.2
SEA/GnJ,m,0644M04,7.31,7.55,11.1,33,43.7,14.7,33.7,31.7,20.6,3.42,12.4,83.7,1,2.5,0.5,4.6,8.6,10.5,975,8.5,301,10.7,28.5
SEA/GnJ,m,0644M05,6.92,8.27,11.9,37.5,45.4,14.4,31.8,31.1,18.3,2.63,12.2,81.8,0.8,1.6,0.5,3,6.6,11.7,1160,10.3,301,9.31,22.8
SEA/GnJ,m,0644M06,4.95,6.36,10.1,28.7,45.2,15.9,35.3,31.4,22.3,4.13,11.4,84.3,0.9,2.9,0.5,5.6,8.6,9,756,16.1,279,10.7,22.5
SEA/GnJ,m,0644M07,7.88,9.32,13.7,41.4,44.5,14.7,33,31.6,19,3.47,10.4,86.1,1.4,1.5,0.5,5.4,4.4,13.1,952,10.8,258,9.67,22.7
SEA/GnJ,m,0644M08,5.48,10.1,15,45.5,45.1,14.9,33,31.5,17.2,2.51,12.7,79.6,1.2,1.8,0.5,4.2,4.2,14.3,1050,10,290,9.82,23
SEA/GnJ,m,0644M09,6.23,8.63,14.6,37,42.9,16.9,39.3,32.6,17.7,2.92,15.5,80,1.2,1.9,0.4,1,7.4,12.1,,,,,
SEA/GnJ,m,0644M10,8.09,9.83,14.8,42.6,43.4,15.1,34.7,32.5,17.7,2.76,12.3,83.8,1.1,1.7,0.5,0.5,7.3,13.9,1260,14,,12.9,
SEA/GnJ,m,0644M11,,,,,,,,,,,,,,,,,,,,,,12.1,
SJL/J,f,0686F01,8.38,10.5,15.6,44.9,42.7,14.9,34.8,33.7,14.1,2.82,11.2,71.6,0.6,15.1,0.8,0.6,2.6,15.1,466,5.5,,,
SJL/J,f,0686F02,8.35,9.23,14.7,39.8,43.1,15.9,36.9,34.3,14.2,2.93,9.9,77.8,0.8,10.6,0.5,0.5,2.7,13.6,351,5.6,,,
SJL/J,f,0686F03,9.26,9.68,15.2,40.5,41.8,15.7,37.5,33.9,13.9,2.86,5.7,90.2,0.6,2.3,0.6,0.7,1.4,13.7,723,5.7,,,
SJL/J,f,0686F04,8.53,9.29,15.2,41.1,44.2,16.4,37.1,33.2,14.5,2.89,7.9,77.8,0.9,11.9,0.9,0.6,3,13.6,160,6.1,,,
SJL/J,f,0686F05,7.32,8.6,15.1,37.4,43.5,17.5,40.3,34.3,14.9,3.01,9.1,84.7,1.2,3.3,0.7,1,3.1,12.8,462,5.9,,,
SJL/J,f,0686F06,10.4,8.95,14.5,38.5,43,16.2,37.7,33.9,14,2.83,6.3,87.7,0.8,3.8,0.7,0.6,2.4,13,765,5.6,,,
SJL/J,f,0686F08,3.08,8.66,8.6,37.7,43.5,,,33.1,14,2.91,11.1,83.1,0.6,3.6,1.3,0.3,3,12.5,575,5.4,,,
SJL/J,f,0686F09,12.2,9.65,15.1,41.4,42.9,15.6,36.5,33.8,14.8,2.88,13.2,82,1.1,2.2,0.8,0.7,2.6,14,691,5.3,,,
SJL/J,f,0686F20,,,,,,,,,,,,,,,,,,,,,220,10.3,19
SJL/J,f,0686F21,,,,,,,,,,,,,,,,,,,,,193,10.3,20.2
SJL/J,f,0686F22,,,,,,,,,,,,,,,,,,,,,233,10.3,18.6
SJL/J,f,0686F23,,,,,,,,,,,,,,,,,,,,,220,10.5,17.9
SJL/J,f,0686F24,,,,,,,,,,,,,,,,,,,,,256,11,18.3
SJL/J,f,0686F25,,,,,,,,,,,,,,,,,,,,,196,9.68,20
SJL/J,f,0686F26,,,,,,,,,,,,,,,,,,,,,184,9.59,22.7
SJL/J,f,0686F27,,,,,,,,,,,,,,,,,,,,,208,10.5,20.1
SJL/J,f,0686F28,,,,,,,,,,,,,,,,,,,,,172,10.2,25.5
SJL/J,f,0686F30,,,,,,,,,,,,,,,,,,,,,195,10.4,19.9
SJL/J,f,0686F31,,,,,,,,,,,,,,,,,,,,,190,10.5,23.8
SJL/J,m,0686M12,8.5,7.87,12.3,35,44.5,15.7,35.2,34.7,14.4,2.65,6.5,76.6,1.2,14.9,0.4,0.5,1.8,12.2,844,4.3,,,
SJL/J,m,0686M20,9.2,8.37,13.3,37.5,44.9,15.9,35.4,32.8,16.9,2.65,15.2,70.2,1.4,11.5,0.6,1.1,4.6,12.3,1280,7.6,239,10.1,27.2
SJL/J,m,0686M21,8.04,8.57,14.2,39.8,46.4,16.6,35.7,32.4,15.7,2.43,11.9,66.5,1.4,18.2,0.5,1.5,1.7,12.9,1580,7.2,336,9.12,20.8
SJL/J,m,0686M22,7.82,8,13.1,36,45,16.4,36.5,32.7,17.9,2.79,14.2,74.8,1.1,7,1,1.9,6.6,11.8,866,,321,9.29,22.2
SJL/J,m,0686M23,11.5,6.92,12.3,32.1,46.5,17.8,38.2,31.9,17.4,2.46,25.1,58.2,1,14.6,0.3,0.8,4.2,10.3,1910,10.2,287,10.1,19
SJL/J,m,0686M25,11.4,7.87,13.2,36.3,46.2,16.8,36.4,32.7,17.7,2.45,17.7,67.6,1.5,11.7,0.5,1,2.2,11.9,1570,9.1,418,10.1,17.8
SJL/J,m,0686M26,11.4,8.69,14,39.2,45.1,16.1,35.6,32.5,16.9,2.6,16,68.7,1.2,12.8,0.5,0.8,4,12.8,762,10.4,235,11.1,29
SJL/J,m,0686M27,11.1,8.58,14.2,39.8,46.4,16.6,35.7,32.5,16.5,2.56,13.4,72.5,1.1,11.4,0.5,1,3.8,12.9,906,11.6,,10.2,19.6
SJL/J,m,0686M29,8.02,9.47,15.1,49.7,52.5,15.9,30.3,27.6,14.5,2.08,5.7,89.4,1.6,2.2,0.6,0.5,3.9,13.7,959,5.1,145,9.7,24.1
SJL/J,m,0686M31,,,,,,,,,,,,,,,,,,,,,312,,17
SJL/J,m,0686M32,,,,,,,,,,,,,,,,,,,,,227,,21.5
SJL/J,m,0686M33,,,,,,,,,,,,,,,,,,,,,322,9.74,
SJL/J,m,0686M34,,,,,,,,,,,,,,,,,,,,,,9.63,16.5
SJL/J,m,0686M40,10.1,8.81,14.4,40,45.4,16.3,36,32.6,14.9,2.51,9,76.1,1.3,12.5,0.7,0.4,3.4,13,888,11.6,,,
SJL/J,m,0686M60,11.8,9.85,14.6,42.7,43.3,14.9,34.3,33.4,15.4,2.64,9.3,78.8,1,9.3,0.5,1,4.5,14.3,538,4.5,,,
SJL/J,m,0686M61,14.7,9.74,14.7,43.8,45,15.1,33.5,32.5,16.1,2.46,27.8,60.2,1.6,7.3,0.6,2.4,3.5,14.2,779,4.6,,,
SJL/J,m,0686M62,9.45,9.7,15.2,42.6,43.9,15.6,35.6,33.3,16.3,2.94,12.3,73.7,1.4,10.4,0.4,1.7,4,14.2,755,5.2,,,
SJL/J,m,0686M63,,,,,,,,,,,,,,11.7,,,,,,,,,
SJL/J,m,0686M64,,,,,,,,,,,,,,11.4,,,,,,,,,
SJL/J,m,0686M65,6.35,9.58,14.6,42.9,44.8,15.3,34.1,32.9,16.3,2.47,24,64.5,1.1,9.2,0.2,1,2.4,14.1,714,4.4,,,
SM/J,f,0687F01,2.57,8.34,13.9,39.9,47.9,16.6,34.8,32.8,18.3,2.79,15.7,80.9,0.9,1.2,0.7,0.7,4,13.1,946,5.2,199,9.26,21
SM/J,f,0687F02,2.4,8.48,14.4,41.8,49.3,17,34.5,30.7,19.3,2.48,13.6,76.5,1.1,,1.1,0.4,3.5,12.8,521,5.9,170,9.61,21.5
SM/J,f,0687F03,2.75,8.76,14,41.1,46.9,16,34.1,31.2,17.9,2.86,18,75.8,1.7,2,1.5,1,5.8,12.8,972,5.4,179,9.72,21.6
SM/J,f,0687F04,3.08,8.52,14.2,41.2,48.4,16.7,34.6,31.3,18,2.5,18.7,76.7,1.5,1.4,1.1,0.5,4.4,12.9,1020,5.5,192,9.59,20.9
SM/J,f,0687F05,3.15,8.76,14.5,42.2,48.1,16.6,34.4,31,18.5,2.65,15.9,80.7,1,1.2,0.8,0.5,5.1,13.1,938,5.5,196,9.4,21.4
SM/J,f,0687F06,3.5,8.6,14.7,42.7,49.7,17.1,34.3,34.4,15.7,1.95,11.9,82.3,1.2,1,0.6,3,1.5,14.7,887,5.8,186,9.76,21.4
SM/J,f,0687F07,3.42,9.05,14.9,44.3,48.9,16.5,33.7,31.5,19.2,2.54,18.3,77.4,0.7,2.5,0.9,0.2,4,14,820,5.4,192,10,22.1
SM/J,f,0687F08,,9.19,,44.8,48.8,,,31.8,16.4,2.73,,,0,0,0,0,4.6,14.2,718,5.2,188,9.82,21.7
SM/J,f,0687F09,2.68,9.49,14.6,45.4,47.8,15.4,32.2,32.2,21.1,2.64,23.3,70.6,0.9,1.8,0.5,3,1.6,14.6,769,6.1,196,9.33,22.5
SM/J,f,0687F10,4.94,9.25,14.2,43.4,46.9,15.4,32.8,33,20.3,2.57,12.7,78.7,1.5,2.7,0.8,3.6,2.1,14.3,606,6.1,155,10.5,24
SM/J,f,0687F11,3.96,9.17,14,41.1,44.8,15.2,34,33.3,14.7,2.49,14.7,79.2,0.7,1.7,0.3,3.4,2.3,13.7,474,4.3,,,
SM/J,m,0687M01,3.23,9.17,15.4,44.3,48.3,16.8,34.8,31.5,15,2.32,12.3,83.6,1.9,1,0.6,0.5,3,14,972,5.8,294,9.24,21.5
SM/J,m,0687M02,2.76,8.49,14.4,40.4,47.6,17,35.7,31.8,15.2,2.39,16.8,76.9,2.3,2.3,0.5,1.1,4,12.8,751,6.1,267,9.41,21
SM/J,m,0687M03,1.67,8.6,14.5,41.1,47.7,16.9,35.4,31.3,17.6,2.42,9.5,,,0,2.7,1,4.4,12.8,856,5.7,225,8.91,21.7
SM/J,m,0687M04,2.85,8.89,14.9,43.5,49,16.8,34.3,31.3,15.6,2.34,15,80.4,1.2,1.7,0.9,0.8,3.5,13.6,833,5.8,282,9.1,20.7
SM/J,m,0687M05,2.66,8.84,15.2,44.1,49.9,17.1,34.4,31.1,18.3,2.45,15.5,80.4,0.9,1.4,1.3,0.6,4.7,13.7,980,5.8,159,11,
SM/J,m,0687M06,5.01,8.04,13.7,39.4,49,17.1,34.9,31.5,18.3,2.73,12.3,83.5,0.9,1.3,1.2,0.8,6.1,12.4,1070,5.8,227,8.84,21.9
SM/J,m,0687M07,2.35,8.7,14.5,41.1,47.2,16.6,35.3,32.9,15,2.34,18.6,74.2,2.6,3,0.9,0.6,1.6,13.5,832,5.6,249,9.89,22
SM/J,m,0687M08,3.07,8.79,15.1,43.2,49.1,17.1,34.9,32.5,15.4,2.27,15.9,79.4,1.6,1.5,0.9,0.8,1.9,14,823,5.7,274,9.49,20.8
SM/J,m,0687M09,1.73,9,14.2,43,47.8,15.8,33.1,31.6,15.2,2.28,19.5,74.9,0.9,3.9,0.6,0.3,1.9,13.6,60.2,5.5,275,9.72,20.9
SM/J,m,0687M10,2.26,9.05,14.7,44,48.6,16.3,33.5,31.2,15.1,2.23,17.7,78,0.8,2.4,0.8,0.2,2.5,13.7,838,5.6,273,9.85,20.6
SPRET/EiJ,f,1146F01,5.02,9.63,14.5,40.6,42.1,15.1,35.8,35.1,18.2,2.87,10.7,80.3,2.3,3.1,0.7,2.9,3.1,14.2,792,4.7,233,10.6,18.4
SPRET/EiJ,f,1146F02,5.41,9.47,14,39.5,41.7,14.8,35.5,34.9,17.7,2.83,9.1,83.7,2.7,1.9,0.7,1.9,3.2,13.8,1130,4.2,,11.3,17.3
SPRET/EiJ,f,1146F03,4.65,9.57,14.2,39.9,41.7,14.9,35.7,34.2,17.8,2.83,19.7,73.1,2.4,2.4,0.7,1.8,3.1,13.7,1110,4.4,,,18.4
SPRET/EiJ,f,1146F04,5.65,9.86,15,42.4,43.1,15.2,35.3,34,17.5,2.63,11,79.7,3.5,2.4,0.9,2.6,3.2,14.4,882,4.4,308,10.7,19.7
SPRET/EiJ,f,1146F05,5.24,9.05,13.6,40.8,45.1,15,33.4,33.1,21.3,2.88,15.5,77.4,1.9,2.4,0.4,2.3,4.4,13.5,1310,4.7,220,11.4,20.4
SPRET/EiJ,f,1146F06,6.41,9.99,14.9,43,43,14.9,34.7,33.6,17.3,2.56,16.3,75.9,3.2,2.8,0.5,1.3,2.9,14.5,790,4.4,358,10.6,20.8
SPRET/EiJ,f,1146F07,6.45,9.67,14.4,40.2,41.6,14.9,35.9,35.1,17.9,3.19,18.7,74.2,2.6,2.9,0.6,1,4,14.1,822,4.3,274,10.5,20.3
SPRET/EiJ,f,1146F08,5.46,9.23,13.9,39.5,42.8,15,35.1,35.1,19.5,3.47,12.8,80.8,2.1,2.6,0.5,1.1,5.5,13.9,979,4.3,337,10.4,20.2
SPRET/EiJ,f,1146F09,4.98,8.95,13.4,38.1,42.6,15,35.1,35.4,20.4,3.54,18.9,77.1,2.3,1.3,0.4,,5.3,13.5,883,4.8,,9.58,
SPRET/EiJ,f,1146F10,6.8,9.39,14.6,46.3,49.4,15.5,31.4,28.5,17.8,2.17,27.1,66.9,3.5,1.4,1,0.1,4.7,13.2,1210,4.6,351,,19.2
SPRET/EiJ,f,1146F11,4.55,9.53,14.4,45.1,47.3,15.1,31.9,29.5,17.2,2.18,12.5,81.3,2.6,2.5,0.9,0.2,4.8,13.3,1330,4.6,,,23.8
SPRET/EiJ,m,1146M01,7,10.6,15.7,44.5,42,14.8,35.2,33,17.5,3.1,16.7,72.8,2.7,3.2,0.6,4,4.4,14.7,1330,6.4,328,10.5,21.3
SPRET/EiJ,m,1146M02,6.06,10.5,15.3,43.3,41.1,14.5,35.3,33.7,17.2,2.72,12.9,78.3,3,3.4,0.6,1.8,4,14.6,919,4.1,316,10.6,18.9
SPRET/EiJ,m,1146M03,6.35,10.7,15,44.5,41.6,14,33.7,33.1,17.7,2.76,14.7,78.2,3.1,1.9,0.6,1.5,5.3,14.7,703,4.7,,,
SPRET/EiJ,m,1146M04,6.64,10.1,14.3,42.6,42.2,14.2,33.6,32.7,17.6,2.65,15.2,75.2,2.6,4.1,0.7,2.1,4.9,13.9,1060,4.2,294,10.6,21.4
SPRET/EiJ,m,1146M05,6.44,10.9,15.5,45,41.2,14.2,34.5,32.8,16.5,2.59,16.3,77.9,2.1,2,0.5,1.1,4.4,14.8,960,4.1,358,10.2,23.4
SPRET/EiJ,m,1146M06,6.1,9.31,13.5,38.1,40.9,14.5,35.4,34.4,19.2,3.49,19.6,72.7,4,2.1,0.7,1,7.5,13.1,878,4.6,,9.87,19.1
SPRET/EiJ,m,1146M07,6.28,9.97,14.3,40.2,40.4,14.4,35.6,35.1,18.5,3.43,14.5,76.8,3.3,2.4,0.4,2.6,4.9,14.1,1070,4.5,,,
SPRET/EiJ,m,1146M08,5.52,9.97,14.6,42.3,42.4,14.6,34.5,34,17.8,3.06,14.6,78,3.7,1.5,0.4,1.8,5.6,14.4,979,4.1,,10.2,18.3
SPRET/EiJ,m,1146M09,6.82,10.2,14.8,47.7,46.7,14.5,31,28.3,17,2.24,15.1,80.1,2.5,1.3,0.8,0.3,6,13.5,1310,4.5,378,,
SPRET/EiJ,m,1146M10,6.95,10.4,15,47,45.1,14.4,31.9,29.4,16.4,2.33,14.5,80.3,3,1.4,0.7,0.1,6.4,13.8,1270,4.4,343,10.4,19.4
SPRET/EiJ,m,1146M11,5.48,10.5,15,49.4,47.1,14.3,30.3,27.8,16.2,2.11,13.3,79.9,4.2,1.6,0.8,0.3,6.3,13.7,1130,4.5,342,11.7,20.5
SPRET/EiJ,m,1146M61,,,,,,,,,,,,,,,,,,,,,329,11,
SPRET/EiJ,m,1146M62,,,,,,,,,,,,,,,,,,,,,180,,18.4
SPRET/EiJ,m,1146M63,,,,,,,,,,,,,,,,,,,,,,10.4,20.8
SPRET/EiJ,m,1146M64,,,,,,,,,,,,,,,,,,,,,329,,
SPRET/EiJ,m,1146M65,,,,,,,,,,,,,,,,,,,,,364,,
SWR/J,f,0689F01,8.11,8.84,15,45,50.9,16.9,33.3,30.9,16,2.25,10.8,76.5,1.2,7.1,0.4,4,1.8,13.9,831,10.1,176,,38.1
SWR/J,f,0689F02,7.54,9.41,15.7,47,49.9,16.7,33.4,30.9,15.6,2.32,5,90.7,0.5,3.3,0.5,4.7,2.6,14.5,672,11,217,9.84,22.2
SWR/J,f,0689F03,11.4,9.02,15.2,45.1,50,16.9,33.7,30.4,16.7,2.44,6.5,85,0.7,4,0.7,3.1,2.6,13.7,932,10.2,,,
SWR/J,f,0689F12,9.21,8.2,12.9,38,46.4,15.7,33.9,33.2,15,2.76,6.6,87.4,0.7,2.9,0.6,1.7,2.2,12.6,660,4,,,
SWR/J,f,0689F13,7.87,8.02,12.3,35.7,44.5,15.3,34.4,34,15.2,2.82,8,81.9,0.7,4.5,1.1,3.8,3.5,12.2,640,4,,,
SWR/J,f,0689F19,,,,,,,,,,,,,,,,,,,,,,12,
SWR/J,f,0689F20,,,,,,,,,,,,,,,,,,,,,,11.8,30.9
SWR/J,f,0689F22,,,,,,,,,,,,,,,,,,,,,,13.4,
SWR/J,f,0689F24,,,,,,,,,,,,,,,,,,,,,45,13.1,32.8
SWR/J,f,0689F25,,,,,,,,,,,,,,,,,,,,,,14.5,
SWR/J,f,0689F26,,,,,,,,,,,,,,,,,,,,,,,25.1
SWR/J,f,0689F27,,,,,,,,,,,,,,,,,,,,,,14.1,
SWR/J,f,0689F33,13,9.14,15.5,46,50.3,17,33.8,31.2,17.3,2.46,7.4,83.6,0.8,7.2,0.7,0.4,3.9,14.4,765,12.8,,,
SWR/J,f,0689F34,12.3,8.82,14.7,42.5,48.2,16.6,34.5,32.2,16.6,2.68,8.1,84.9,0.5,5.3,0.4,0.8,3.5,13.7,886,11.2,,,
SWR/J,f,0689F35,8.96,9.01,15.2,43.7,48.5,16.9,34.8,31.9,15.5,2.36,4.7,91.6,0.5,2.4,0.5,0.3,2.1,13.9,930,7,,,
SWR/J,f,0689F36,12.5,9.17,15.5,46.6,50.8,16.9,33.2,31.2,16.8,2.48,6.3,89.2,0.4,3,0.5,0.6,3.2,14.5,758,11.7,,,
SWR/J,f,0689F37,6.69,9.51,15.8,46.9,49.3,16.7,33.8,31.9,16.5,2.49,7.4,85.3,0.8,5.8,0.3,0.4,3.1,15,570,4.3,,,
SWR/J,f,0689F38,12.3,9.23,15.6,45.2,48.9,16.9,34.5,32.3,16.9,2.67,8.1,84.2,0.8,5.7,0.5,0.8,4.6,14.6,695,8.9,,,
SWR/J,f,0689F39,7.71,9.18,15.4,45.9,50,16.8,33.5,31.4,16.9,2.45,10.7,81.5,0.5,6.6,0.4,0.3,3.6,14.4,728,8.8,,,
SWR/J,f,0689F40,9.38,7.41,13.1,36.1,48.8,17.6,36.2,32.5,18.8,2.87,7.9,88.3,0.5,2.2,0.3,0.8,5.3,11.7,1080,4.7,,,
SWR/J,f,0689F42,,,,,,,,,,,,,,,,,,,,,184,,33.4
SWR/J,f,0689F43,,,,,,,,,,,,,,,,,,,,,176,,28.2
SWR/J,f,0689F44,,,,,,,,,,,,,,,,,,,,,183,11.5,31.6
SWR/J,f,0689F45,,,,,,,,,,,,,,,,,,,,,147,,35.3
SWR/J,f,0689F46,,,,,,,,,,,,,,,,,,,,,172,,25.4
SWR/J,f,0689F47,,,,,,,,,,,,,,,,,,,,,194,,31.2
SWR/J,f,0689F48,,,,,,,,,,,,,,,,,,,,,241,10.9,
SWR/J,m,0689M01,11.4,9.62,14.9,46.3,48.2,15.5,32.1,30.9,17.3,2.39,5.6,86.5,0.4,3.6,0.6,3.1,3.7,14.3,822,5.7,,10.6,
SWR/J,m,0689M02,14,9.23,14.8,44.8,48.6,16.1,33.1,31.5,15.9,2.22,6.5,86,0.7,3.6,0.5,2.7,3.2,14.1,987,5.4,166,10.6,
SWR/J,m,0689M03,12.9,9.46,15.4,46.7,49.3,16.3,33,30.7,16.5,2.36,9,83.9,0.9,2.6,1.2,2.4,4,14.3,1090,7.7,,,
SWR/J,m,0689M04,6.78,9.64,15.9,47.6,49.3,16.4,33.3,30.9,16.1,2.15,5.4,83.5,0.8,6.6,0.4,3.4,3.5,14.7,1100,8.8,107,11,
SWR/J,m,0689M05,11.8,7.91,13,37.6,47.6,16.4,34.5,31.9,16.4,2.66,6.9,89.3,0.8,2.2,0.8,4.3,4.3,12,643,12.2,,,26.3
SWR/J,m,0689M06,6.78,7.95,12.8,38.7,48.7,16.1,33.1,31.6,16.3,2.38,6.8,84.5,0.9,3.8,0.5,3.5,4.9,12.2,895,7,229,9.8,26.7
SWR/J,m,0689M08,8.12,7.67,12.7,37.4,48.7,16.5,33.9,31.6,16.9,2.6,6.9,89.7,0.7,2.3,0.4,5.4,5.9,11.8,1570,6.9,96.2,10.1,27.4
SWR/J,m,0689M09,12.6,7.75,12.9,37.5,48.4,16.7,34.5,31.6,17.1,2.5,6.9,87.4,,0.1,0.6,5.2,4.8,11.9,877,11.5,187,11,27.7
SWR/J,m,0689M10,13.3,9.65,15.6,48.9,50.7,16.2,32,29.7,16.9,2.26,7.7,84.1,0.9,3.1,1,3.2,4.2,14.5,1210,7.3,190,9.52,25.6
SWR/J,m,0689M11,14.3,7.82,14.3,37.9,48.5,18.3,37.7,31.7,15.8,2.36,4.8,89.9,0.7,3.3,0.5,0.7,4.3,12,1260,,,10.6,28.9
SWR/J,m,0689M12,11.7,8.18,15.6,44.3,54.2,19.1,35.2,28.2,17.8,2.12,4.9,88.5,0.8,4.5,0.8,0.5,2.2,12.5,1510,26,,11.4,23.1
SWR/J,m,0689M20,,,,,,,,,,,,,,,,,,,,,186,8.93,24.3
SWR/J,m,0689M22,,,,,,,,,,,,,,,,,,,,,87.8,11.2,26.2
SWR/J,m,0689M25,,,,,,,,,,,,,,,,,,,,,210,11.1,22.5
SWR/J,m,0689M28,,,,,,,,,,,,,,,,,,,,,193,,
WSB/EiJ,f,1145F20,2.28,8.46,14.3,40.1,47.4,16.9,35.6,32.8,20.2,2.88,15.7,79.4,2,2.4,0.3,0.2,7.8,13.1,1390,8.7,258,10.7,21.1
WSB/EiJ,f,1145F21,4.11,8.8,13.8,39.2,44.5,15.7,35.3,34.2,19.5,2.96,13.2,76.8,1.4,7.8,0.2,0.6,6.8,13.4,1430,6.8,225,10.2,21.7
WSB/EiJ,f,1145F22,2.55,8.5,14,37.8,44.4,16.5,37.1,34,19.9,2.94,21.2,71.9,0.6,5.7,0.1,0.5,6.9,12.8,1820,10.7,215,10.8,26.4
WSB/EiJ,f,1145F23,3.2,8.62,14,40,46.4,16.3,35.1,33.8,19.3,3.05,19.7,72.4,2.3,4.9,0.2,0.4,6.2,13.5,1490,6.3,200,10.8,21.8
WSB/EiJ,f,1145F24,2.07,8.26,13.9,40.7,49.3,16.8,34.2,33,21.1,3.11,27.9,68.5,1.5,1.7,0.2,0.3,9.6,13.4,1490,5,192,10.8,24.3
WSB/EiJ,f,1145F25,2.48,8.41,13.7,37.9,45.1,16.3,36.1,34.1,19.4,3.14,22.4,66.4,1.3,9.1,0.1,0.7,7.9,12.9,1550,9.6,191,10.6,22.5
