strain,sex,animal_id,ALT,ALP,AST,CK,GLU,HDL,HGB,LDH,LDL,MCH,MCHC,MCV,PLT,RBC,WBC,ALB,amylase,calcium,chloride,CHOL,creatinine,ferritin,FFA,iron,LYMP,MONO,phosphorus,potassium,sodium,TBIL,total,transferrin,TG,BUN,uric_acid
BALB/cAnNCrl,f,33144,,,,,126,,,,,,,,,,,3.15,,9.12,112,126,0.318,,,,,,7.69,8.80,149,,5.28,,60.5,52.2,
BALB/cAnNCrl,f,33145,,,,,111,,,,,,,,,,,3.14,,8.36,111,78.8,0.318,,,,,,8.15,8.30,150,,5.10,,70.3,69.0,
BALB/cAnNCrl,f,33146,,,,,148,,,,,,,,,,,,,,112,,,,,,,,,9.10,146,,,,,60.0,
BALB/cAnNCrl,m,33127,,,,,112,,,,,,,,,,,,,,109,,0.375,,,,,,,8.80,149,,,,,60.6,
BALB/cAnNCrl,m,33128,,,,,149,,,,,,,,,,,3.11,,9.04,109,123,0.330,,,,,,8.34,8.40,144,,5.27,,60.5,52.8,
BALB/cAnNCrl,m,33129,,,,,140,,,,,,,,,,,,,,111,,0.386,,,,,,8.34,9.40,148,,,,,49.2,
BALB/cAnNCrl,m,33130,,,,,239,,,,,,,,,,,3.08,,8.80,111,101,0.341,,,,,,6.17,8.10,149,,5.16,,35.6,59.4,
BALB/cAnNCrl,m,33131,,,,,248,,,,,,,,,,,,,8.64,111,,0.341,,,,,,,8.40,153,,,,,49.2,
BALB/cAnNCrl,m,33132,,,,,178,,,,,,,,,,,3.23,,8.72,110,102,0.341,,,,,,10.3,7.60,150,,5.27,,72.1,58.8,
BALB/cAnNCrl,m,33133,,,,,154,,,,,,,,,,,,,5.24,111,,0.375,,,,,,7.44,9.10,148,,,,,49.8,
BALB/cAnNCrl,m,33134,,,,,96.7,,,,,,,,,,,3.46,,8.68,114,85.4,0.386,,,,,,6.11,8.50,151,,5.22,,65.0,59.4,
BALB/cAnNCrl,m,33135,,,,,76.5,,,,,,,,,,,3.09,,8.40,110,,0.273,,,,,,7.13,8.80,146,,5.22,,,55.2,
BALB/cAnNCrl,m,33136,,,,,94.7,,,,,,,,,,,3.61,,9,109,98.7,0.330,,,,,,3.78,8.50,147,,5.68,,130,61.2,
BALB/cAnNCrl,m,33147,,,,,114,,,,,,,,,,,,,9.72,108,,0.307,,,,,,7.38,6.90,147,,5.73,,,41.4,
BALB/cAnNCrl,m,33148,,,,,115,,,,,,,,,,,,,,109,,0.295,,,,,,,6.90,147,,,,,41.4,
BALB/cAnNCrl,m,33149,,,,,136,,,,,,,,,,,3.43,,9.80,112,75.3,0.386,,,,,,5.61,7.90,148,,5.75,,67.6,51.0,
BALB/cAnNCrl,m,33150,,,,,134,,,,,,,,,,,,,9.80,111,,0.307,,,,,,6.57,8.80,146,,5.88,,,53.4,
BALB/cAnNCrl,m,33151,,,,,133,,,,,,,,,,,3.60,,9.84,109,126,0.341,,,,,,,8.70,146,,6.14,,70.3,50.4,
BALB/cAnNCrl,m,33152,,,,,161,,,,,,,,,,,,,,113,,0.375,,,,,,,9.10,147,,,,,74.4,
BALB/cAnNCrl,m,33153,,,,,160,,,,,,,,,,,,,,111,,,,,,,,5.83,9.10,146,,,,,43.2,
BALB/cAnNCrl,m,33154,,,,,,,,,,,,,,,,,,,109,,,,,,,,,9.10,145,,,,,,
BALB/cAnNCrl,m,33155,,,,,146,,,,,,,,,,,,,,112,,0.307,,,,,,,7.80,149,,,,,55.2,
BALB/cAnNCrl,m,33156,,,,,,,,,,,,,,,,,,,114,,,,,,,,,8.90,152,,,,,,
BALB/cAnPt,f,33834,,,,,,,12.6,,,16.1,32.7,49,428,7.87,2.10,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33835,,,,,,,17.3,,,15.6,31.4,50,749,11.1,4.20,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33836,,,,,,,17.3,,,17.1,35.1,49,480,10.1,4.10,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33837,,,,,,,16.8,,,15.9,32.7,49,483,10.6,5.20,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33838,,,,,,,16.4,,,15.6,32.2,48,668,10.5,3.80,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33839,,,,,,,16.1,,,15.9,32.6,49,722,10.1,6.30,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33840,,,,,,,17.5,,,15.5,31.6,49,586,11.3,4,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33841,,,,,,,16,,,15.5,32.3,48,768,10.3,6.60,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33842,,,,,,,15.2,,,15.5,31.1,50,769,9.83,7.40,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33843,,,,,,,7.60,,,16,34.1,47,157,4.73,1.10,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33844,,,,,,,16.1,,,15.7,32.3,49,537,10.2,2.70,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33845,,,,,,,16.9,,,15.4,31.7,48,612,11,4.60,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33846,,,,,,,16.1,,,15.2,31.8,48,603,10.6,2,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33847,,,,,,,13.5,,,16,32.7,49,554,8.42,2,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33848,,,,,,,16.2,,,15.4,32,48,575,10.6,4.40,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,f,33849,,,,,,,,,,,,,,,,,,,,,,,,,1.10,0.200,,,,,,,,,
BALB/cAnPt,f,33850,,,,,,,,,,,,,,,,,,,,,,,,,2.30,0.500,,,,,,,,,
BALB/cAnPt,f,33851,,,,,,,,,,,,,,,,,,,,,,,,,2.40,0.300,,,,,,,,,
BALB/cAnPt,f,33852,,,,,,,,,,,,,,,,,,,,,,,,,3.20,0.400,,,,,,,,,
BALB/cAnPt,f,33853,,,,,,,,,,,,,,,,,,,,,,,,,2.30,0.300,,,,,,,,,
BALB/cAnPt,f,33854,,,,,,,,,,,,,,,,,,,,,,,,,4.50,0.500,,,,,,,,,
BALB/cAnPt,f,33855,,,,,,,,,,,,,,,,,,,,,,,,,2.40,0.300,,,,,,,,,
BALB/cAnPt,f,33856,,,,,,,,,,,,,,,,,,,,,,,,,4.30,0.400,,,,,,,,,
BALB/cAnPt,f,33857,,,,,,,,,,,,,,,,,,,,,,,,,4.60,0.700,,,,,,,,,
BALB/cAnPt,f,33858,,,,,,,,,,,,,,,,,,,,,,,,,0.600,0.100,,,,,,,,,
BALB/cAnPt,f,33859,,,,,,,,,,,,,,,,,,,,,,,,,1.40,0.300,,,,,,,,,
BALB/cAnPt,f,33860,,,,,,,,,,,,,,,,,,,,,,,,,2.90,0.400,,,,,,,,,
BALB/cAnPt,f,33861,,,,,,,,,,,,,,,,,,,,,,,,,1,0.100,,,,,,,,,
BALB/cAnPt,f,33862,,,,,,,,,,,,,,,,,,,,,,,,,1.10,0.200,,,,,,,,,
BALB/cAnPt,f,33863,,,,,,,,,,,,,,,,,,,,,,,,,2.60,0.400,,,,,,,,,
BALB/cAnPt,m,33864,,,,,,,17.4,,,14.8,31.3,47,742,11.8,8.60,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33865,,,,,,,18.1,,,15.3,32.5,47,752,11.8,4.80,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33866,,,,,,,17.1,,,15.4,32.4,47,738,11.1,5.20,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33867,,,,,,,17.1,,,15.2,31.8,48,738,11.2,5.60,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33868,,,,,,,11.1,,,16,34.6,46,574,6.96,2.70,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33869,,,,,,,17.3,,,15.4,31.9,48,694,11.2,6.10,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33870,,,,,,,17.4,,,15,31.5,48,760,11.6,4.80,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33871,,,,,,,16.7,,,15.2,31.3,48,716,11,4.60,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33872,,,,,,,17.3,,,15.2,31.4,48,722,11.4,4.50,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33873,,,,,,,18.3,,,15.8,33.2,48,888,11.6,5,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33874,,,,,,,16.7,,,14.9,30.6,49,778,11.2,5.40,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33875,,,,,,,18.4,,,15.2,31.9,48,700,12.1,3.10,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33876,,,,,,,18.7,,,15.5,33,47,738,12,4.90,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33877,,,,,,,18.1,,,15.1,31.9,47,772,12,6.40,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33878,,,,,,,18.1,,,15.2,31.8,48,769,11.9,5.20,,,,,,,,,,,,,,,,,,,,
BALB/cAnPt,m,33879,,,,,,,,,,,,,,,,,,,,,,,,,5.40,0.800,,,,,,,,,
BALB/cAnPt,m,33880,,,,,,,,,,,,,,,,,,,,,,,,,3.10,0.400,,,,,,,,,
BALB/cAnPt,m,33881,,,,,,,,,,,,,,,,,,,,,,,,,3.40,0.400,,,,,,,,,
BALB/cAnPt,m,33882,,,,,,,,,,,,,,,,,,,,,,,,,3.20,0.500,,,,,,,,,
BALB/cAnPt,m,33883,,,,,,,,,,,,,,,,,,,,,,,,,1.70,0.200,,,,,,,,,
BALB/cAnPt,m,33884,,,,,,,,,,,,,,,,,,,,,,,,,3.60,0.500,,,,,,,,,
BALB/cAnPt,m,33885,,,,,,,,,,,,,,,,,,,,,,,,,2.60,0.500,,,,,,,,,
BALB/cAnPt,m,33886,,,,,,,,,,,,,,,,,,,,,,,,,2.30,0.400,,,,,,,,,
BALB/cAnPt,m,33887,,,,,,,,,,,,,,,,,,,,,,,,,2.50,0.400,,,,,,,,,
BALB/cAnPt,m,33888,,,,,,,,,,,,,,,,,,,,,,,,,3.10,0.400,,,,,,,,,
BALB/cAnPt,m,33889,,,,,,,,,,,,,,,,,,,,,,,,,2.90,0.600,,,,,,,,,
BALB/cAnPt,m,33890,,,,,,,,,,,,,,,,,,,,,,,,,1.80,0.300,,,,,,,,,
BALB/cAnPt,m,33891,,,,,,,,,,,,,,,,,,,,,,,,,3.10,0.400,,,,,,,,,
BALB/cAnPt,m,33892,,,,,,,,,,,,,,,,,,,,,,,,,4,0.500,,,,,,,,,
BALB/cAnPt,m,33893,,,,,,,,,,,,,,,,,,,,,,,,,3,0.500,,,,,,,,,
BALB/cJ,f,32660,91,152,216,,140,71.0,,770,17.6,,,,,,,2.80,643,9.16,112,101,0.295,,1.24,,,,7.38,4.60,148,1.60,5.40,,201,67.8,
BALB/cJ,f,32661,25,152,47,149,139,68.6,,206,16.4,,,,,,,2.80,665,9.44,114,95.5,0.295,,1.33,,,,7.63,4.20,148,2.80,4.80,,183,58.8,
BALB/cJ,f,32662,38,144,245,3079,124,74.1,,890,19.1,,,,,,,2.90,573,9.40,116,106,0.295,,1.49,,,,6.94,5,149,1.70,5,,231,70.8,
BALB/cJ,f,32663,34,154,81,582,99,71.4,,298,19.9,,,,,,,2.90,670,9.40,111,100,0.295,,2.01,,,,7.47,3.60,146,2.90,4.90,,265,47.4,
BALB/cJ,f,32664,344,173,725,1822,86.4,78,,2982,,,,,,,,3,559,9.12,112,112,0.307,,,,,,7.87,6,147,,5,,177,66.6,
BALB/cJ,f,32665,81,158,294,2470,63,71.4,,885,25.7,,,,,,,2.80,,9.60,113,105,0.250,,,21.3,,,6.36,5.10,148,0.400,4.60,,309,28.8,
BALB/cJ,f,32666,22,133,66,401,82.8,75.7,,266,23.8,,,,,,,2.80,,9.72,115,103,0.261,,2.95,23.6,,,5.89,4.40,150,2,5.10,,256,29.4,
BALB/cJ,f,32667,50,120,289,4640,39.6,71.4,,1006,26.1,,,,,,,3,,9.60,109,105,0.295,,,19.1,,,5.15,4,148,,4.90,,380,27.6,
BALB/cJ,f,32668,81,132,294,4015,66.6,79.2,,951,22.2,,,,,,,2.80,,9.08,113,110,0.250,,2.53,20.6,,,5.52,4.60,148,,5.20,,358,24.6,
BALB/cJ,f,32669,56,142,345,4093,48.6,80.3,,1076,26.9,,,,,,,2.80,,9.52,114,110,0.261,,,20.8,,,7.94,5.80,149,,5.10,,288,23.4,
BALB/cJ,f,32670,129,116,275,,52.2,,,1030,,,,,,,,2.80,647,,116,97.5,0.250,,,20.7,,,,4.60,150,1.20,,,292,,
BALB/cJ,f,32671,53,136,142,1505,59.4,79.6,,525,,,,,,,,3,811,,113,115,0.284,,,22.8,,,,4.40,148,1.60,,,384,,
BALB/cJ,f,32672,35,128,84,531,41.4,74.9,,352,,,,,,,,2.90,690,9.28,114,107,0.284,,,23.2,,,3.97,4.30,149,2.20,5.10,,295,33.6,
BALB/cJ,f,32673,43,129,66,192,57.6,70.2,,360,25.0,,,,,,,2.90,684,9.24,116,101,0.284,,1.69,21.1,,,4.46,4.30,149,1.90,5.60,,418,26.4,
BALB/cJ,f,32674,129,116,554,1026,70.2,80.3,,1722,25.4,,,,,,,2.80,816,9.36,113,114,0.295,,,22.2,,,5.46,5,148,,5.10,,381,33.6,
BALB/cJ,f,32675,81,80,203,3042,79.2,55.0,,880,17.9,,,,,,,2.50,490,7.76,100,75.7,0.250,,1.51,20.7,,,5.80,4.20,140,,4.20,,90.8,39.0,
BALB/cJ,f,32676,43,69,98,598,148,54.2,,474,26.1,,,,,,,,479,,104,83.8,,,1.16,14.8,,,5.02,4.40,142,0.700,5,,,86.4,
BALB/cJ,f,32677,156,88,494,,72,,,1413,,,,,,,,,1160,,112,97.5,,,,18.5,,,,5.50,152,0.800,,,61.4,,
BALB/cJ,f,32678,186,95,84,215,95.4,56.2,,713,14.8,,,,,,,2.90,744,8.20,110,77.6,0.341,,1.45,19.8,,,4.31,4.60,154,2.10,5.70,,134,44.4,
BALB/cJ,f,32679,102,80,109,829,63,54.6,,657,14.4,,,,,,,2.80,528,8.08,110,72.2,0.273,,1.08,20.2,,,5.74,4.40,154,2.30,4.60,,,48.0,
BALB/cJ,f,33229,,184,,194,74.5,,,,,,,,,,,,2574,8,115,69.4,0.267,69.8,,,,,4.96,4.80,160,,5.80,162,109,41.0,2.40
BALB/cJ,f,33230,,168,,256,110,,,,,,,,,,,,2418,8,115,74.5,0.282,57.8,,,,,4.34,4.80,158,,5,158,141,48.6,2.40
BALB/cJ,f,33231,,188,,560,75.8,,,,,,,,,,,,2666,8,114,71.4,0.282,67.6,,,,,4.96,4.60,158,,5.20,165,117,50.0,1.40
BALB/cJ,f,33232,,172,,316,84.4,,,,,,,,,,,,2338,8,114,76.8,0.267,70.8,,,,,4.34,5,160,,5.20,159,149,41.4,3.20
BALB/cJ,f,33233,,150,,288,96.5,,,,,,,,,,,,2494,8,116,80.3,0.267,66.2,,,,,4.96,5.20,160,,5.40,164,91.7,40.6,4.60
BALB/cJ,f,33234,,132,,120,97.9,,,,,,,,,,,,2644,8,115,87.4,0.251,82.4,,,,,5.58,5.80,158,,5.40,164,149,52.6,6.80
BALB/cJ,f,33235,,178,,218,121,,,,,,,,,,,,2590,8.80,115,85.0,0.267,91.2,,,,,5.58,4.40,160,,5.20,170,148,45.6,3.60
BALB/cJ,f,33236,,148,,202,113,,,,,,,,,,,,2508,8.80,114,86.6,0.251,103,,,,,4.96,5.60,160,,5.40,169,180,56.2,4.60
BALB/cJ,f,33237,,192,,214,124,,,,,,,,,,,,2388,8,114,86.2,0.314,58.2,,,,,4.34,4.60,160,,5.20,160,152,42.4,2.40
BALB/cJ,f,33238,,152,,492,97.0,,,,,,,,,,,,2150,8,114,85.4,0.267,92.6,,,,,4.96,5.60,158,,5.40,168,135,42.0,5.80
BALB/cJ,f,33239,,212,,146,70.0,,,,,,,,,,,,2404,8,117,78.8,0.298,55,,,,,4.34,4.20,160,,5.40,167,152,44.8,2.20
BALB/cJ,f,33240,,188,,18,60.5,,,,,,,,,,,,2886,8,114,82.7,0.298,79.6,,,,,4.34,4.40,160,,5.20,165,138,43.6,1.40
BALB/cJ,f,33241,,196,,14,67.0,,,,,,,,,,,,2424,8,114,88.1,0.314,53,,,,,4.34,4,160,,5.20,161,196,32.0,2.20
BALB/cJ,f,33242,,200,,36,70.4,,,,,,,,,,,,2508,8,115,82.3,0.298,61,,,,,4.34,4,160,,5,159,168,34.6,1.80
BALB/cJ,f,33243,,194,,166,89.6,,,,,,,,,,,,2504,8.80,120,82.3,0.345,88,,,,,4.34,5,164,,5.20,165,181,40.2,3.20
BALB/cJ,f,33339,,,,,,,14.8,,,15.7,32.8,47.8,1295,9.46,9.90,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33340,,,,,,,15.1,,,15.9,32.9,48.2,1145,9.50,11.4,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33341,,,,,,,15.4,,,15.8,33.2,47.6,1269,9.76,9.30,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33342,,,,,,,15.4,,,16,33.1,48.3,1348,9.61,10.1,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33343,,,,,,,14.8,,,16,33,48.7,1266,9.24,5.60,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33344,,,,,,,14.8,,,15.8,33,48,1158,9.36,10.5,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33345,,,,,,,15.2,,,16.5,34.2,48.2,1221,9.20,8.80,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33346,,,,,,,15.5,,,16.1,33.5,48,1204,9.64,10.5,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33347,,,,,,,15.2,,,16,33.4,47.9,1277,9.54,6.10,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33348,,,,,,,15.3,,,15.9,32.9,48.3,1164,9.59,8.50,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33349,,,,,,,15.8,,,16.3,34,47.9,1202,9.69,8,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33350,,,,,,,15.4,,,16,33.9,47.2,1228,9.64,4.10,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33351,,,,,,,15.5,,,16.2,34.2,47.3,1058,9.56,11,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33352,,,,,,,15.5,,,16.3,33.5,48.5,1308,9.51,6.40,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33353,,,,,,,15.8,,,16.6,33.8,49,1433,9.56,4.40,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33354,,,,,,,16.2,,,16,33,48.4,1272,10.2,8.90,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33355,,,,,,,16.1,,,15.8,34.5,45.7,1466,10.2,10.6,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33356,,,,,,,16.7,,,16.4,35,46.8,1400,10.2,13.2,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33357,,,,,,,16.5,,,16,34.1,46.8,1173,10.3,10.5,,,,,,,,,,,,,,,,,,,,
BALB/cJ,f,33358,,,,,,,16.7,,,16.1,34.3,46.8,1312,10.4,11.8,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,32640,27,119,63,455,63,108,,258,24.6,,,,,,,2.70,598,9.52,112,143,0.307,,1.42,16,,,4.28,3.90,150,2.60,5.70,,335,31.2,
BALB/cJ,m,32641,30,140,57,517,86.4,95.2,,307,22.2,,,,,,,2.70,614,9.36,112,126,0.284,,1.30,20.3,,,5.05,3.50,149,2.40,5.20,,281,33.6,
BALB/cJ,m,32643,21,113,61,329,57.6,96.7,,310,21.4,,,,,,,2.90,578,9.88,112,129,0.352,,2.37,19,,,4.59,4.60,152,2.50,5.50,,360,34.2,
BALB/cJ,m,32644,26,102,58,305,61.2,103,,320,28.5,,,,,,,2.80,497,10.2,113,149,0.375,,1.99,15.6,,,5.30,4.70,152,2.50,5.60,,484,31.8,
BALB/cJ,m,32645,127,109,328,4823,70.2,76.4,,1141,20.7,,,,,,,2.80,,9.60,109,116,0.295,,2.22,18.9,,,5.12,4.50,150,0.600,5.30,,459,34.8,
BALB/cJ,m,32646,34,100,65,441,79.2,69.4,,378,25.4,,,,,,,2.50,,9.96,115,112,0.341,,3.19,20,,,6.42,4.60,150,1.40,4.80,,,22.8,
BALB/cJ,m,32647,80,108,207,3006,95.4,79.2,,843,25.4,,,,,,,2.90,,9.72,110,119,0.295,,3.05,21,,,6.88,4.30,150,0.800,5.50,,414,43.8,
BALB/cJ,m,32648,109,101,294,4579,50.4,84.6,,1272,20.7,,,,,,,2.80,,9.76,111,121,0.261,,,15.7,,,6.45,5.10,151,,5,,367,36.6,
BALB/cJ,m,32649,43,95,251,2021,55.8,80.7,,754,24.6,,,,,,,2.70,,9.36,109,122,0.284,,,19.7,,,7.94,4.80,150,0.700,4.80,,510,33.0,
BALB/cJ,m,32650,44,121,66,218,81,75.3,,276,,,,,,,,2.70,634,,111,108,0.295,,,17.9,,,5.36,3.90,149,3,5,,268,40.8,
BALB/cJ,m,32651,40,120,84,420,66.6,83.1,,301,26.9,,,,,,,2.90,739,9.84,112,112,0.273,,,15.4,,,4.59,3.90,150,2.50,5.90,,219,44.4,
BALB/cJ,m,32652,78,135,247,1511,66.6,85.4,,666,18.3,,,,,,,2.90,483,9.64,113,123,0.284,,,15.6,,,5.24,4.50,150,2,5.60,,131,74.4,
BALB/cJ,m,32653,38,125,62,129,66.6,75.3,,205,,,,,,,,2.80,611,9.44,111,103,0.273,,1.41,15.1,,,3.72,4,149,2.70,5.30,,282,41.4,
BALB/cJ,m,32654,87,119,140,1425,,,,776,22.6,,,,,,,2.60,609,,114,122,0.307,,,24.1,,,,4.80,150,1.60,,,275,,
BALB/cJ,m,32655,72,82,161,1555,39.6,120,,521,20.3,,,,,,,2.70,571,8.52,106,152,0.273,,1.28,27.4,,,6.57,4.20,154,3,5,,96.1,36.0,
BALB/cJ,m,32656,187,89,226,2309,48.6,96.7,,1069,19.5,,,,,,,2.50,739,7.80,108,126,0.341,,1.15,21.1,,,5.95,4.70,150,2.10,4.40,,,61.2,
BALB/cJ,m,32657,44,98,75,180,36,106,,397,22.6,,,,,,,2.70,605,8.44,110,136,0.466,,1.45,23.8,,,5.80,3.70,152,2.90,5.80,,117,36.0,
BALB/cJ,m,32658,55,83,122,886,,119,,578,23.4,,,,,,,2.70,491,8.64,106,154,0.295,,2.10,29,,,5.70,4.10,152,3.40,5,,157,30.6,
BALB/cJ,m,32659,47,95,109,863,43.2,112,,470,23.4,,,,,,,2.80,601,8.44,106,145,0.318,,2.13,28.3,,,5.70,4,152,4,5.80,,172,42.0,
BALB/cJ,m,33244,,154,,262,67.1,,,,,,,,,,,,2870,8,113,102,0.298,69,,,,,4.96,4,160,,5.40,161,190,52.8,1
BALB/cJ,m,33245,,172,,374,69.1,,,,,,,,,,,,2860,8,116,110,0.282,67,,,,,3.72,4.20,162,,5.40,163,195,46.6,0.800
BALB/cJ,m,33246,,158,,74,90.7,,,,,,,,,,,,2652,8.80,114,99.8,0.251,54.4,,,,,5.58,4.20,162,,5.40,156,140,54.2,1.80
BALB/cJ,m,33247,,164,,102,92.0,,,,,,,,,,,,3186,8,114,105,0.314,46.6,,,,,4.34,3.80,160,,5.40,157,228,55.8,0.400
BALB/cJ,m,33248,,162,,186,49.7,,,,,,,,,,,,2772,8,113,112,0.267,55,,,,,4.96,4,162,,5.40,164,197,47.0,1
BALB/cJ,m,33249,,144,,50,56.2,,,,,,,,,,,,2436,8,113,99.5,0.317,60.6,,,,,4.96,4.40,160,,5.20,158,180,54.2,1
BALB/cJ,m,33250,,160,,88,79.6,,,,,,,,,,,,3240,8.80,113,109,0.345,50.2,,,,,4.96,4.60,162,,5.60,161,175,64.2,1.80
BALB/cJ,m,33251,,142,,312,85.7,,,,,,,,,,,,2480,8,113,97.1,0.330,53.6,,,,,3.72,4.20,160,,5,154,256,42.0,0.400
BALB/cJ,m,33252,,158,,58,25.7,,,,,,,,,,,,2808,8.80,115,105,0.330,50.8,,,,,3.72,4.60,164,,5.80,164,173,52.0,0.800
BALB/cJ,m,33253,,154,,62,75.4,,,,,,,,,,,,2742,8,114,105,0.282,65.2,,,,,5.58,4,160,,5.40,163,211,51.6,2.20
BALB/cJ,m,33254,,164,,216,99.2,,,,,,,,,,,,2870,8,113,105,0.314,55.4,,,,,4.96,4.60,160,,5.40,162,231,42.4,2.20
BALB/cJ,m,33255,,144,,54,95.9,,,,,,,,,,,,2672,8,113,94.4,0.345,54.4,,,,,6.20,4.60,162,,5.80,160,182,52.6,2.80
BALB/cJ,m,33256,,162,,384,81,,,,,,,,,,,,2518,8,112,105,0.282,51.2,,,,,6.20,4.20,160,,5.40,161,189,51.8,1
BALB/cJ,m,33257,,150,,36,67.0,,,,,,,,,,,,2652,8,113,100,0.298,35.8,,,,,5.58,3.80,160,,5.20,157,166,50.2,2.20
BALB/cJ,m,33258,,152,,306,54.5,,,,,,,,,,,,3034,8,112,103,0.298,52.2,,,,,5.58,4.80,158,,5.40,167,232,42.6,1
BALB/cJ,m,33319,,,,,,,14.5,,,14.6,31,47.1,1247,9.93,5.70,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33320,,,,,,,14.5,,,15.2,31.8,47.9,1181,9.52,3.90,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33321,,,,,,,14.7,,,15,32.3,46.4,1334,9.82,4.20,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33322,,,,,,,13.9,,,15.2,32.3,47.1,1172,9.11,5.10,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33323,,,,,,,13.6,,,15.5,33.1,46.7,1203,8.81,3.20,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33324,,,,,,,17.2,,,14.8,31.1,47.6,1000,11.6,12.8,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33325,,,,,,,13,,,14.9,31.9,46.9,1049,8.71,3.20,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33326,,,,,,,15.1,,,15.3,32.4,47.1,1322,9.87,4.80,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33327,,,,,,,15.2,,,15.4,32.6,47.3,1234,9.89,,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33328,,,,,,,15.3,,,15.3,32.3,47.3,1329,10,8.60,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33329,,,,,,,15,,,15.1,31.9,47.4,1232,9.95,5.70,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33330,,,,,,,14.2,,,14.9,32.1,46.4,1347,9.55,,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33331,,,,,,,15.9,,,15.1,33,45.8,1205,10.5,7.30,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33332,,,,,,,14.6,,,14.7,31.9,46.2,1185,9.92,3.80,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33333,,,,,,,14.9,,,15.3,32.3,47.3,1427,9.75,3.40,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33334,,,,,,,15.8,,,14.9,32.7,45.5,1724,10.6,11.8,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33335,,,,,,,15.6,,,15.3,32.6,47,1597,10.2,9.10,,,,,,,,,,,,,,,,,,,,
BALB/cJ,m,33336,,,,,,,15.4,,,15.4,32.4,47.6,1503,10,4.20,,,,,,,,,,,,,,,,,,,,
